"","TCGA-A1-A0SE-01","TCGA-A1-A0SH-01","TCGA-A1-A0SJ-01","TCGA-A1-A0SK-01","TCGA-A1-A0SM-01","TCGA-A1-A0SO-01","TCGA-A1-A0SP-01","TCGA-A2-A04P-01","TCGA-A2-A04Q-01","TCGA-A2-A04R-01","TCGA-A2-A04T-01","TCGA-A2-A04V-01","TCGA-A2-A04X-01","TCGA-A2-A04Y-01","TCGA-A2-A0CM-01"
"MTTP",-11.7167230378959,-7.71090121090548,-7.19222703711366,-4.57548025822385,-6.6607085650842,-4.63789168022088,-3.18072870588134,-6.26321221536716,-6.36980627188335,-6.11554287743217,-3.32156105603406,-6.08354704193814,-6.54216647004209,-7.84319039021531,-4.93130287875754
"CBX3",4.7745727536782,3.96013845323588,4.8924004056809,5.74748165037733,4.62879514173119,6.13480172971536,4.93235949426769,4.45712248099308,4.99519833599235,5.93886015926036,4.77005903719618,5.87758119172486,4.88519223432773,5.11392860548054,5.24027156587458
"STAC",-2.28194054187013,-0.812317731059312,-3.74822890050504,-0.645760281540062,-4.76773622888563,-1.24741256104832,2.29742384664505,-2.16630614425086,-0.508893614657816,-5.45205980839448,1.56667175623582,-5.60804896374838,-5.56649925327731,-4.61444927684095,2.07453150935761
"SPIN4",-0.273240704883118,0.00356222947150275,0.555420658483204,3.18627607413845,0.0575816229060813,2.65824057732935,1.32650554709791,-0.157531581717216,0.0165798146054845,1.23600551999174,1.22945830340304,-0.187229652532051,0.285624631473969,-0.516040457676452,1.50289376979199
"EPS15L1",3.1872690199596,2.57956085680741,2.55091394009181,2.94515077938595,2.63063473028513,2.99661210961218,2.39004236420512,3.22750214488475,2.13946116224314,4.02461523125473,2.1639322044314,3.07626942933751,2.81496030902354,3.44040153084477,2.37427742027703
"SLC20A2",2.73311054441233,2.78506778323075,2.83806344295553,2.38663762669669,2.56488364776338,2.01622708466903,1.3623826194912,2.31353726381945,2.10746290857957,2.1481627946494,2.54839863992564,3.01337218865197,3.40802590640241,1.55287730633716,3.12467403077716
"TIGD5",0.653051499272965,0.218068818624256,0.483011676855905,1.16450622089636,0.0786760305940133,-0.744036553133657,1.14572035076762,1.5227564782107,1.20813905466385,1.03526672633826,0.38890256415136,0.915145482870916,-0.917912167904388,-0.328183587535597,0.062627981115992
"VPS26A",3.16542447754,3.09195525403048,2.88522536542941,3.61492730109808,3.23977088456911,3.4476054707288,2.74685251654559,3.01592811615217,3.29787860755924,3.45661400713339,2.8988078295056,3.17106660877729,3.33094582665959,3.30381716911911,4.11981016643823
"NME1-NME2",-0.521640013704022,-0.817471809731635,0.0987098324729958,0.3805302921338,-2.75024880215679,-0.333412902242298,-0.367566938442055,-1.92852101214611,-0.825774363121786,0.0288071762795257,-0.839098906768217,1.10817765911866,1.88174669380838,-0.604868029107928,-0.401752648394115
"PHLDA3",2.54676492724703,2.61940755259252,2.57539280710345,0.159086129721896,2.63018838468437,-1.67883052401392,2.88295683272885,0.926657920255281,2.45129994020589,2.51060333863255,1.81566312939886,1.82879435798829,2.13586912176455,3.77828050520055,-0.0155968930569319
"GTPBP4",3.5199257822742,2.42445019545219,2.89751758666572,3.55161587518569,2.66372905445827,4.6382997942058,2.91992953515328,3.26518898028634,3.27592745169587,3.30301732928947,4.29235860513945,3.09485912111614,3.10527483338788,3.08876385417113,5.25271652306199
"KRT77",-11.7167230378959,-5.32997033696714,-11.7125235551035,-5.06908181353508,-11.6860031879782,-11.3346367013878,-2.42930281148807,-7.22972131431018,-11.6759955874552,-11.3336265482046,-11.6785499478265,-11.4669748633644,-7.49460496877843,-11.6893827999235,3.01669032937333
"SMYD3",1.84262441445609,2.59882463631843,1.55098744370189,0.808992885702331,2.99199838139503,1.47870520246633,0.778641205454584,0.497152919809024,0.818455025794139,1.86101705267375,1.89516847334243,0.683962369531049,2.40384004813871,1.55784989331335,-0.808455913280676
"SLC20A1",3.20205925043999,3.78082461890245,2.69968596987528,3.26810892037873,3.74820117269972,3.29070879700876,3.14525151934818,2.32181500215493,3.20541753313269,3.59575513160744,3.20363167863785,3.8536056408236,3.52246892729733,3.63011045469688,3.11768524313811
"PTPN7",-1.17075852874609,-0.677458245612672,-1.41406684973125,-0.496958627903641,-1.48726104333295,-2.10297389794731,0.0582960561573254,0.484099545615062,2.67598864468404,-2.4293532099643,0.941443006589052,-0.900365171061825,1.51738734416641,0.462590143134347,1.48127631573603
"RASA4",0.509426603859658,0.435978498304141,0.793582163514253,0.0390911397490141,1.20165001879612,0.976181678064059,-0.426738582232571,0.088442713859556,0.628465828917018,0.134775524555176,-0.978824818115988,0.501782635350179,0.524111794484551,0.840816726309334,-0.349265717794152
"PLEKHA6",4.0737176099934,4.49491916529682,4.24849282256024,3.3007547727675,4.54838316611635,-0.785084962315876,0.848855842570143,2.77395060359361,1.54642169036883,4.01161824382696,4.13870810326462,3.10406490605767,1.55224191494462,4.00855946542573,4.46426376506298
"ETNK2",3.88764300858579,5.21466573860622,3.0856110242138,1.70362172031741,4.13571265659471,3.05374592174754,-0.00812787477878452,-0.829185018172639,0.877029817494446,3.26813321570568,0.14220661532543,2.70107103184569,-0.776648078859008,3.48650680119622,-2.15798796025252
"RERE",4.37202649162797,3.59692615092801,4.76852567559266,4.57343405793542,3.07733078177993,4.83652551126913,4.02202339042069,4.31277864114446,3.52549140561745,4.02461523125473,3.81817577845397,4.70897315881066,4.10654807523206,4.35739765568805,3.83028013300825
"ELTD1",1.83552793444168,1.32843288035308,2.5573399203807,-0.0172570844809936,1.63070543143008,1.03269777655429,0.830794096269758,1.6258942731024,1.50747945120088,1.94123931310821,0.587338141822833,2.49404264513556,1.79792438814279,2.21788326080553,1.8541936716318
"BLMH",3.01963227569145,2.12116699591856,2.48615260599809,2.85004884573637,1.4206323761034,1.22715290124966,2.28662227886803,1.63182464079183,1.50028479342641,2.32829024645123,2.92403224437002,3.44526724755357,1.25124973051554,2.60658338689092,2.60321410374048
"PDE3A",-0.969526998703,0.565712419999286,-1.30903000321309,-3.03739803764671,-0.866976926890569,-3.72247590624952,-2.59697926019828,-2.54011567135042,-3.11016996235801,-1.80238156529589,-4.78094647354599,-2.65590206751393,-4.12281377669651,-3.51584556810438,-1.14870895785472
"ZNF384",2.85587547168991,2.7414345622935,2.71029719231745,5.20123040564209,2.49304904745233,3.49364975815852,4.65646945176122,3.09586572204277,3.00692122110826,3.23022846472312,4.35023246328119,3.23509422740898,2.94256544937367,2.7927260717738,2.8612221437444
"GNG2",1.04085448463624,2.13589486848521,1.17969289171874,0.746171636959149,0.810230446718846,-0.104773637337762,1.02382391703584,1.18844697424978,1.88521907534262,0.285251698928401,0.633451469282328,1.21973881326797,1.08311875278106,1.33614369056337,1.60483612796444
"RBL2",3.06444515744632,3.65621562560245,4.17751732632685,2.03178650402998,2.7124868077772,1.37558341072513,2.22943767263196,2.40516450541419,3.41386723430388,3.46176895800495,3.14828659291331,3.48779915469977,3.20304817673576,4.15839312028263,2.9604459280545
"UBE2V1",3.90902187209378,4.26880855873035,4.75321367498868,3.52452194480705,4.36848747172655,4.40530029733177,4.22440099245462,4.03364742413049,4.40350952996162,4.40801054736208,4.55216366482614,4.41786312943615,5.0637805614382,7.33834403080683,4.75408363212407
"VRK1",0.989206928618443,-0.181239380875752,1.15307015569978,2.34287441397006,0.332450170640963,2.73238011823492,1.51927689173083,1.889894962656,1.15415157046649,2.11114817348548,1.12526635722825,1.09503806630988,1.34405117543734,1.46455170426182,2.07453150935761
"GPR114",-2.92891840230557,-2.94603004960624,-3.10983953461253,-5.82530385941919,-2.5016038642249,-4.24530805005436,-2.78673848177071,-1.75692337780465,0.398349283634594,-6.82684690763679,-2.7077595507938,-4.52183540043926,-1.50238361547113,-2.79433470873556,-1.12811553979306
"GUF1",2.1175198570315,2.32641928420485,2.14588431665441,2.41978093115318,1.74232138803775,3.38941738996796,2.81483934279236,2.45321128333216,2.08519534176398,3.05176282862672,1.95086109106806,2.53832230567343,3.22811773593451,2.16737262771033,2.00164741924737
"BDKRB2",0.592598124089354,0.105850026435524,0.351153296109775,-0.591916546027459,1.76038435923624,-1.28371877638113,-1.0018260720692,-0.157531581717216,-0.228327547562081,2.26398167309913,-0.874128480370203,0.683962369531049,2.98570373681198,0.831204944362493,-0.0587935330046188
"OCEL1",1.2210796278886,1.07234145649535,0.363428838392688,-2.10214910173043,0.767025604554698,-0.973879582745748,-0.589935629134844,1.48557961878921,0.0563694425140238,2.21248632055501,-1.42816388115989,1.6812166471596,1.63164379108294,1.49805186087359,-0.850009025135524
"ZC3H11A",4.87557023858482,5.02535089085924,3.99499508864067,3.99042473465125,5.28496318149434,5.18719055240452,4.20110219084847,4.30468083319441,4.80696594989648,4.89748446827219,5.02465235233864,4.93539468357884,5.21685531666243,4.88083530524498,4.58065174519272
"RNF146",1.30339679009172,1.90691045297249,2.58538373406237,1.51318948273269,2.06851315652381,2.2614582233322,2.15027092382387,2.27805400609214,2.19027009115264,2.30798902017139,2.08964926707466,3.29301513276174,1.30673670855716,2.56767011359332,2.62309152953839
"FBXL15",-0.249569929229114,0.0353318967163787,-0.369245661162187,0.365639400443277,-0.00761607998141844,0.0607474802492209,-0.36132383910401,-0.562213727021049,-1.20411109586354,0.433548198668561,-2.4352331303313,-1.1174415029048,-0.579315815621925,-0.986249215244957,-1.05826473362621
"MAPRE1",4.24343500568032,4.2968398774982,4.58401935058087,4.34971128101437,3.99838460400339,6.26378805913993,4.09589608792513,3.60219454006833,4.89016946187582,4.57021826022827,4.83766703448054,4.33824245999114,4.81875378703471,4.12050995176058,5.2945538547594
"AXIN1",2.62750531146845,2.34238098996708,2.0692684922914,2.34632621965723,2.24740531727259,2.65967518667002,2.91409276327891,2.02896137024173,2.09398437033547,3.2353977286478,3.25391230773748,3.45363042298681,2.19342982481623,2.22102139773866,3.21156554409345
"MON1B",1.50072762892116,1.70838221960846,1.95386224242452,1.35573164374627,1.22046806344516,2.61797006026283,1.37149808613893,1.95046547453194,2.13714386250843,0.928676227638607,1.96660993921045,0.593284681639465,2.07147351150879,1.24289138631231,2.33958037131195
"HIST2H3C",-4.34566955553303,-11.6600625822837,-4.1897615756593,-3.84230173549693,-7.36840968335473,-4.36468041004136,-5.22369915253937,-5.68963399994882,-5.70551001451503,-3.76868446073953,-5.05846211570504,-6.39684318259231,-6.94111152582176,-6.10929763009872,-5.08158209635623
"SNX7",1.26164922758301,2.29658019841665,1.97000760684366,0.518583246399283,2.96888195690158,1.94975944184999,1.99673246331061,0.265033947606101,-0.264635020423905,1.58412368562998,1.93653846205578,1.55263601810717,-0.624734586646241,0.714926426518285,1.87856827089016
"SLC5A7",-5.97110921256637,-11.6600625822837,-7.74609308779725,-6.33026591620778,-3.49912631729879,-11.3346367013878,-11.8064959860424,-8.16473165824233,-11.6759955874552,-11.3336265482046,-11.6785499478265,-5.25102452525427,-7.49460496877843,-8.7460240372457,-11.4751699052735
"ZNF879",-0.712168275920337,-1.84007194854824,0.150432213964726,0.0664494861312219,-3.53072956293824,-0.262496056211615,-1.61610582372575,-0.263622863374072,-1.47953115974394,-3.42633926600171,0.428105897878941,-0.347070153532909,-0.395879116304562,0.0190976089621824,-1.00097319532068
"HTR7",-3.90437884516642,-1.43121263373391,-4.43979114066238,-4.25544066177108,-2.39598434104558,-6.5254280771167,-5.91478517873092,-5.47049120177265,-3.59407015454267,-4.87531017031557,-6.04389860103931,-4.34262604767552,-6.22990282434311,-3.29895585873634,-3.45584605848527
"C12orf68",-2.86586112067063,-2.14726682216744,-2.11169630436052,-2.27320609643244,-2.5016038642249,-5.86683554489938,-1.2309661933348,-3.20602521147475,-3.67863542804194,-3.42633926600171,-5.16423828717319,-0.127035807978817,-3.99803938346808,-4.29466288692945,-3.80224960580036
"MBLAC2",0.381434748873175,0.298817058647053,1.30462935070832,-0.25359100812687,-0.30942845127024,0.235110700757312,-0.26282998351487,-0.870503605856784,-0.619487923953685,1.19237083921105,-0.420538722124324,0.469785257901362,-0.224389502833261,0.557005096672094,0.371862377494076
"ATP7B",2.41119859855707,3.66603322898107,0.285580253198944,2.15432540473091,1.45632791651023,0.442695062285037,0.129876207614103,-1.77250483936867,-1.45135955642771,2.232444143672,-1.37162700095112,0.701944158854475,2.89608892775691,1.82943826702669,-2.20035382630289
"CTSA",3.41311408650143,4.28447700015015,4.69560894945349,1.85269283823827,4.53233882911196,2.89196891156563,4.3617710614709,3.99045229759514,4.42190958771685,4.20094067441274,3.4999750147284,4.03363880789606,5.07549129068237,4.30799500265938,4.76924050001677
"GSN",5.87335089042339,6.00131613090766,6.22057512125409,4.927936125322,5.20005562458498,5.08134749798178,5.91545877455097,5.3457269797415,6.11317582274048,5.62932472715935,6.116096245977,5.77673378236603,5.67174084890105,5.42446505382617,5.61454735292706
"PNO1",1.75590637635881,1.60843409551056,1.83812368088738,2.55506322549259,1.53950854477302,2.95476062726233,2.25249046081188,1.43220813586539,1.87412950288155,2.06543930965224,2.15502506519376,1.57231983597656,1.67913908422085,1.6566471836495,2.38147699080099
"API5",3.96374676053739,4.22668102327198,4.15201654432681,4.90153119925333,4.21301846767077,5.47831384951273,4.19774282991953,3.7812736576024,3.83668130550616,4.35754210078664,3.76084677698358,3.90135493357537,4.28541700030738,3.86969596893814,4.29134533823871
"PPCS",2.73861599930686,3.03062262332818,3.12759914649914,1.72195972173465,3.59100379810909,3.30514296750313,2.85113408327645,2.94148287186875,2.68923121095854,2.57522369160767,2.18090815937347,3.4866066799773,4.02893321264303,3.55151956183013,2.47867023217096
"ZXDC",2.59798764730777,2.30833008001022,2.31406040187863,3.29004003531666,2.62212889501589,1.53503077833632,2.53855741531377,2.44397179267731,2.43629876282801,3.377773928005,2.63619556927219,2.76049788636342,2.88245766785763,2.7173960596521,2.89431430005296
"RBCK1",3.02899445287906,3.07867644338593,2.94157740463456,1.03114850180733,2.35019120610418,1.132510292234,3.09900995367342,4.00451878961387,3.31711422668112,3.74426582581348,1.56667175623582,3.7118478321259,4.38365872777926,3.47524927533581,2.64419583721553
"CASP14",-11.7167230378959,-8.62022231775193,-5.24016576202198,-6.54729681372391,-8.81534256129892,-11.3346367013878,-11.8064959860424,-11.6723994625325,-4.54840357534011,-11.3336265482046,-11.6785499478265,-11.4669748633644,-6.94111152582176,-2.81475794492611,-11.4751699052735
"ORAI2",2.98607495400976,2.79907544673188,2.73205047181064,3.10606614218119,3.17441466820854,1.45518056421865,3.36900826525427,2.42639703966662,2.97669625908839,2.01283649029305,1.7653268003856,2.13852201693686,1.66578517467715,2.06528302112753,1.36168996284286
"CASP8AP2",1.1867905573622,1.4370744494076,1.07907972786259,3.4580815229896,1.46536573403841,4.00732292432302,2.7118429288216,1.48230126458217,1.12482222854562,1.1455458979806,3.55488713377651,1.78125960536778,0.824716543575249,2.05790997179701,2.08779678566914
"ZMYND11",4.85943130309057,4.13471934382734,4.50851437058078,3.28799006027382,4.01061285580103,4.72742267897079,3.05654537802768,3.53732765714075,3.36344957414586,4.79399476242369,4.4060184274949,4.37673213238069,3.36220105650104,4.18508481304984,4.79278374204762
"TBX4",-7.34210083170466,-7.15735009631766,-7.19222703711366,-8.95733826134071,-8.81534256129892,-7.22845591309584,-7.84357685151114,-6.26321221536716,-5.1282373121892,-4.2958050827696,-7.78034159531782,-6.39684318259231,-11.4411486968034,-6.10929763009872,-8.12043566530292
"PPP1CA",4.1269600138377,4.0238727591393,3.9267668392471,4.21913813718959,4.52468645569966,4.11100440105618,4.46694636164811,4.90967990569687,4.63964210406573,4.85724606960995,4.62888010721139,5.58990780971349,4.83936002468166,4.21191163169617,4.18014150128084
"PARP8",1.0201384361426,1.44182349176463,1.20036952255061,-3.07912111290648,0.125039093423299,-1.12378518415618,-0.177263239036698,0.659805520995319,0.958037649526036,-0.913462090777637,-0.513609090568926,-0.422983825913507,1.72398818819268,0.135428800476425,1.02609506295865
"RHPN2",2.44526743410014,1.85889294710251,3.31180183857193,3.51855911402519,1.84591845094272,0.637787432433296,3.12686512002163,1.62143051644638,1.94208129005989,1.53466164756025,2.62284021317628,2.04043824452735,1.56493995223321,2.72802328575441,3.40767113810339
"TMEM41A",1.93921257585304,2.75676146132804,1.96518287498392,1.59256947328987,2.0907475067318,2.47317543101711,2.94380714814142,2.31169139751774,2.45997929038777,2.88854556756722,2.96184673005834,2.23735181262966,2.25819514538125,1.78093010102309,3.0155339624757
"ZNF326",1.39742401551855,1.06466441925073,0.734320924594339,2.21708122693964,1.62713040245526,2.73283463383773,2.23698830650363,1.93015558970285,1.41230570919732,1.43184106751898,2.86895061077702,1.92050588729672,2.00779353966673,2.05720772675463,2.31441019861958
"SIRT2",2.16421401732678,2.60994417632239,2.88479961801289,1.97290215190957,2.24856915179588,3.95861522148398,1.62596239846745,3.67651420271936,3.08474265343391,2.98683612908756,2.7897171951895,2.93625876842469,3.28410027876757,2.89175127241535,2.55069272704424
"CTTNBP2NL",2.45301644883906,2.61257915706848,2.21728389796569,2.79553638995424,2.75664321372911,3.1415899122301,2.62589714832335,2.53063662641037,2.35221422058314,2.115827270227,1.93253457618815,2.17066209771261,1.8559082749224,2.04451020502007,3.20244767397361
"CCDC113",0.944464502718609,0.468992419302204,1.00422775592055,0.24613237047134,-0.673801883111661,0.331874923938438,0.742208903353274,-1.06783140814704,0.302335202734837,-1.01619584433316,0.602880553653749,-0.625907485834039,1.22428715730951,-0.0337814195345807,-1.22319760593657
"FAM107A",-0.735464020505797,-1.84007194854824,1.12450470723768,-5.06908181353508,-1.62541532738256,-1.81036533335828,-1.98347911183591,3.19882622430018,0.0790822577469124,-2.01506566256132,1.85257706903333,-1.01318157861516,-1.24136349248384,-0.434774585474213,-1.38480867526044
"PPP3CB",2.93621109269681,3.13364445507204,2.98274084682339,2.66892803392993,3.44457590098816,2.6577619389982,2.28058624114795,2.73935023362656,2.88975531968307,3.51481203390634,2.13913046319343,3.20208247189982,2.91406583271118,3.15654704915175,3.30634318890972
"PPM1E",-4.06178633007425,-3.66837068394676,-3.42103971095729,3.4694886589979,-3.87309428941644,-0.541469111162183,-0.581906979503845,-4.52080443898503,-5.31191347464967,-1.76377853302539,-2.23175198178772,-3.20349907540186,-3.07408346738768,-1.51625036820096,-3.30076348674377
"SPTBN2",1.96401007855343,-0.192234939466664,2.82169736476855,4.3764868596365,3.23947818811132,3.36880579331538,4.17904424640531,2.75641488345834,2.67811560766543,1.97665392093368,3.76265209104491,-1.43909374106135,-2.35983570252505,1.4740524054833,3.12949265685899
"NIPAL3",2.65194942766375,2.10927527179514,1.52061674134243,2.89249254477098,1.55276038905107,2.28953092219308,3.04270266572229,2.66899857511811,2.35753254940571,1.04511264571045,3.56681862183275,3.18071638574861,2.91555374249001,1.78263018907998,3.42519513561456
"C13orf15",0.96773061502197,1.76442995602117,0.864391551830977,0.269177469744727,1.72402912750014,0.350946091968757,-0.0654048908887095,2.94624998196793,1.73394500624429,0.804332228714798,1.31191003547704,1.07151916594125,1.43401316848837,1.29146545255574,0.239449119004864
"AIM1",2.65329544189157,3.70260263262639,4.31067127292658,1.99506211682326,2.99477530243597,1.88499590008563,4.13639893596981,2.67905674857446,3.11017130782595,3.44513356367646,1.83380880696764,3.84813718720078,2.85376822788182,2.57994363890868,6.0217561766555
"IFT52",2.23183875457127,2.23293057938,3.65790490066392,2.6530877860236,1.94759762316732,2.81152605983849,2.64434719164089,1.16000245216549,1.93409401459303,2.08561552588562,2.08532778955122,2.26957505076979,1.43401316848837,1.66956861072199,2.34879236356208
"CCDC80",5.00946848051488,6.33892134421845,4.99448839749841,1.05304200722136,4.27629855905218,1.81117542707748,3.16012265638611,3.76820871195102,3.89384940231647,3.51055438848677,2.28380874148788,4.76243190604794,3.4154069719854,3.52764020488811,4.40190568967278
"C10orf88",0.194394766893565,0.298817058647053,0.216885033969454,0.58520788209276,0.444349860248859,1.00286367016967,-0.612225446119875,0.265033947606101,0.882574362409086,1.46155351663081,-0.660696224365862,0.668369535054165,0.318990729766549,0.870105189339223,0.705950664143672
"KIAA0528",2.27035796061188,2.38861840900114,1.87288619627983,3.58935258943931,2.45574426788243,4.11652790854245,4.2511929301463,2.65523499743979,2.22123160024263,2.47316873794932,2.42101829400947,3.13133485569951,2.69935630324769,2.55926410201174,2.57130188540766
"MSI2",1.33057233747038,0.982305511873633,2.16774775873096,1.72953233096593,1.91937469891671,2.11366134942893,0.032666851614116,-0.470415261107161,0.741216114639347,3.10638894530649,0.251666240289598,0.807742810367456,1.67328698103603,0.682511432878358,-0.123563659127772
"OPRM1",-11.7167230378959,-11.6600625822837,-11.7125235551035,-11.8260250266628,-11.6860031879782,-11.3346367013878,-11.8064959860424,-11.6723994625325,-11.6759955874552,-11.3336265482046,-11.6785499478265,-11.4669748633644,-11.4411486968034,-11.6893827999235,-11.4751699052735
"TESC",-1.49721566913292,-4.62648540783496,-4.66062946276926,-5.15572285658432,-5.10561647037293,-2.89562866863206,-3.80434481910943,-1.66681701594829,-1.32670329930837,-2.77249137830696,-3.82988945400203,-2.82215960024401,-2.72988783409536,-3.3280179743905,-3.13503495373285
"STX1B",-2.39610297818231,-1.42255383411106,-3.92803265908966,-2.46730350571482,-2.25736664734111,-5.70050814386275,-5.0192463775745,-3.12379330030425,-2.9439299428099,-3.47054296946506,-1.80220797701524,-1.30992862607863,-3.82903214457856,-3.06082789980946,-3.45584605848527
"FOXJ1",-0.466299070711771,-1.75067047960759,-6.00621403750395,1.0026815189206,-1.77821719711532,-6.8345995304061,-6.32171336296454,-8.16473165824233,-6.36980627188335,-6.82684690763679,-6.26144006359649,-3.84814891077693,-6.54216647004209,-1.65112496876903,-4.93130287875754
"UBAP2L",5.27276340155552,4.25360303189199,4.13350000812927,4.8292768193221,5.40848879641895,5.53341598563642,4.5358472172016,4.93350918884418,5.10648531396143,5.33583358829338,5.80315518222434,5.38915987435036,5.82403641069919,4.95922338398746,5.30512212120901
"ANGEL1",1.79056939559543,2.10703476204581,1.91352492048373,1.62784566220065,1.19171269236975,1.7603705828572,1.43374379735079,1.76864250676103,1.65731241204535,1.600241113685,1.62935723316817,1.69795311293296,2.1460460930385,1.71033438265114,1.64726663261898
"XYLB",0.211550302670936,-0.0996170120689683,-0.641133597274758,-0.747212412614722,-0.386829519881777,3.30177766184435,-0.210883236891464,-0.0925338968463008,0.81265799339265,1.1455458979806,0.461834422736787,-1.27936792830416,0.80558299613727,1.17071947982279,1.70292472578671
"PCNT",2.44526743410014,3.07676940847251,2.24408637676438,3.98141442583086,1.97175961470258,3.72276153007652,3.1241710442921,2.56280941860907,2.28052976883879,2.21161234714064,2.96537826219201,2.674647596836,2.43599238729673,3.15392224686067,3.56376279778479
"PIPOX",-4.0840912857834,-3.04887544479636,-3.79112293029878,0.384948825251334,-3.16573024568383,-5.07351964842934,-1.43039013678625,-3.48526517105794,-2.06862828199926,-4.99934432290933,-4.69916476836566,-2.3086681350504,-2.88703570600364,-3.13591477434624,-3.21965028880577
"BMPR2",4.6602902609723,4.89711314391397,4.46773477874406,3.97346403819588,4.44899226841087,4.81060560636284,3.69715890617766,2.86550492880516,3.4694881931816,5.1481667355999,3.69761058568068,4.38768488074662,3.62728683323428,3.81571070059894,4.38319838321629
"BMX",-2.72864054637135,-5.97182626298846,-2.00685661258612,-5.82530385941919,-5.20405848524493,-5.70050814386275,-3.18072870588134,-2.62242570347417,-2.6384760875133,-3.61192579221549,-5.6877765699181,-4.7264789891773,-3.67777696166409,-3.16184323933677,-3.73842974982031
"RNF170",1.59805844296007,1.65416716689802,1.75670284249419,1.15553940124122,0.688586417415612,1.88826323068521,-0.167328049335547,0.158146642030361,0.935098852337241,2.1306991564876,1.14477867652107,1.54980209131936,1.3499327732555,0.582604802034267,1.08901579456926
"CKS1B",3.11844529100985,1.04294941042118,1.76505486910519,2.69778168654313,2.33985373594523,3.70804508033221,3.29618674723978,2.18734359888275,3.67462320510201,3.51268478182803,3.84611443514679,2.31367890449858,4.09148720446064,2.24896162525286,4.76690236769827
"FZD1",3.31039368259431,4.53630617082518,2.11209156994452,1.74978198258954,3.53487132091826,2.26586095514837,2.72434887247495,2.57286265520333,4.23549405615159,3.31608769760019,2.34654063537002,2.86166192066666,2.19914301777604,1.65850040012316,3.09651354029065
"ARHGAP32",3.29207776549088,3.43873391991537,2.25466955451451,3.17633617522116,2.9123571318485,1.98452141022768,2.33809677963427,2.6213586851385,1.89622429224265,3.80289194298422,2.11601497306439,4.19979676021332,2.87482884687518,3.82378357028237,1.94324565700124
"FKBP14",0.94005977314387,2.10553887723735,-0.00815472699148323,-1.15782965236064,0.929684376308497,1.85941956189745,0.304230036307485,0.0994407340081169,0.434028283627558,0.412404834341873,0.0417088485120836,0.196593914266248,-0.189847374119879,-0.732073222594226,0.386248937520661
"FAM111A",1.29652215925986,1.8659773665845,2.33415796952723,1.76312539625568,1.43092163350227,2.77094775353023,2.47759964396308,2.72277609669812,2.58653329344725,2.95324319567908,1.87528210584458,2.99473734040864,4.01581276751912,3.40827465693104,2.08338856540065
"CCNG1",3.75476662077381,3.17237790381864,3.99223096173497,2.49501773703736,3.57253458058915,3.43425525139201,2.48863811472496,3.85315346182999,2.79199261832021,3.50307299192266,2.91715964555191,4.0476460609652,4.35725667885359,4.60976553430938,2.51103372722836
"TBC1D10C",-2.10161577131998,-2.53807327639806,-1.79559016935294,-5.6898336403757,-2.13091178275,-3.46733324762786,-0.729148827091626,-0.360370808381693,1.45882279989162,-3.61192579221549,-0.60376624064694,-2.60448007777355,0.371978324371976,-0.624516111509991,0.174617977156132
"GPR126",-0.969526998703,-1.7725068495529,2.99344322662553,-1.53943261306814,0.230113633544249,1.89802105777836,2.59217797395027,3.01081745368568,0.845202902661603,-2.71818817985398,1.54585546766914,-2.97702256714006,-0.337997295098251,2.33721464279299,1.45079985230673
"WIZ",3.33408591102508,3.06949974708083,2.78930753564303,3.60487529209471,2.88305468371584,3.77907055245127,3.29588747741863,4.30537674928025,2.81730261076593,3.67303219904093,2.73789134737792,3.75462637968918,2.47956646183109,2.82402084403318,3.19786703802713
"HDAC8",1.03260381069152,0.700614988984198,0.0537552205024827,1.17674499190594,0.662627049961499,1.97686868463772,0.866694700622992,1.84337649955734,0.959787366551343,1.21870969211837,0.83907466292457,1.37510396695467,1.28541135947434,0.656785731035808,1.24121488191432
"CAPNS1",5.39358498132807,5.36849616728572,5.77186014949566,4.0564915998608,5.10333798292945,5.14154246893089,5.23613407439779,6.7217578680553,5.56716026178067,5.87432809317201,5.04008524037581,6.09978063485777,6.32620000954863,5.99118240396469,5.37283793475039
"PLAGL2",2.08995344867887,1.55354503429219,1.58702649031167,1.72120017365207,1.42886970931607,4.20549375944722,2.13295430551627,1.34464937031991,2.33209385636285,1.7365131847365,3.0685895386523,1.99323757681493,2.56232142919336,1.13123257556381,2.49618683343963
"NKIRAS1",0.37709657631425,-0.279435936043553,0.658641583605856,-0.794216323544489,0.773508862764057,1.02677966872818,-0.80414085003836,-0.325479128389699,0.340436659276986,1.00531926061035,0.377166315686011,0.499463535189641,1.4228954158918,0.675207687832917,0.767696937157226
"GSPT2",0.0922419412010056,1.1086320552329,-1.46524872403963,0.639275056957263,1.6927322133866,1.86357564835532,0.75793553564264,0.0994407340081169,-0.456621328176239,-1.88972157611839,1.22029098717338,-0.725388219135996,-1.58975568900083,-0.679631147001367,0.247352473371943
"TMED7-TICAM2",-1.43823176303386,-0.274598109812072,0.227615292823438,-2.12141930494233,-0.416149498914404,-3.05869846232335,-2.85612089283031,-1.85502562864912,-1.45471056964468,-0.479928687154081,-0.525412164591851,-0.917912204793943,-0.0160870389646073,-1.52278785233658,-0.035642341118038
